"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-12 21:00","2022","05","12","21:00","-8.0","","-10.2","","84","","","","14","","12","","24.1","","101.68","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-12 22:00","2022","05","12","22:00","-8.9","","-10.9","","85","","","","15","","14","","24.1","","101.66","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-12 23:00","2022","05","12","23:00","-8.3","","-10.1","","87","","","","15","","8","","24.1","","101.66","","","","-12","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 00:00","2022","05","13","00:00","-8.1","","-9.2","","91","","","","10","","5","","24.1","","101.67","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 01:00","2022","05","13","01:00","-8.5","","-9.7","","91","","","","14","","12","","24.1","","101.67","","","","-14","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 02:00","2022","05","13","02:00","-6.7","","-7.6","","93","","","","15","","18","","24.1","","101.64","","","","-13","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 03:00","2022","05","13","03:00","-6.2","","-7.2","","93","","","","14","","19","","24.1","","101.65","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 04:00","2022","05","13","04:00","-9.2","","-10.5","","91","","","","9","","10","","24.1","","101.64","","","","-14","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 05:00","2022","05","13","05:00","-9.5","","-10.7","","91","","","","7","","7","","24.1","","101.65","","","","-13","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 06:00","2022","05","13","06:00","-9.5","","-10.9","","90","","","","5","","7","","24.1","","101.63","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 07:00","2022","05","13","07:00","-7.9","","-9.3","","90","","","","9","","9","","24.1","","101.62","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 08:00","2022","05","13","08:00","-5.6","","-7.2","","89","","","","9","","7","","24.1","","101.62","","","","-9","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 09:00","2022","05","13","09:00","-5.2","","-6.7","","89","","","","8","","8","","24.1","","101.58","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 10:00","2022","05","13","10:00","-2.6","","-4.6","","86","","","","14","","5","","24.1","","101.58","","","","-5","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 11:00","2022","05","13","11:00","-2.2","","-4.5","","84","","","","17","","10","","24.1","","101.58","","","","-6","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 12:00","2022","05","13","12:00","-2.2","","-4.5","","84","","","","15","","12","","24.1","","101.60","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 13:00","2022","05","13","13:00","-1.7","","-3.8","","86","","","","12","","11","","24.1","","101.57","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 14:00","2022","05","13","14:00","-1.1","","-2.9","","88","","","","18","","9","","24.1","","101.57","","","","-4","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 15:00","2022","05","13","15:00","-0.7","","-2.5","","88","","","","17","","12","","24.1","","101.59","","","","-5","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 16:00","2022","05","13","16:00","-0.4","","-2.1","","88","","","","16","","13","","24.1","","101.59","","","","-5","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 17:00","2022","05","13","17:00","-0.8","","-2.1","","91","","","","10","","9","","24.1","","101.57","","","","-4","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 18:00","2022","05","13","18:00","-0.9","","-2.4","","89","","","","8","","7","","24.1","","101.58","","","","-3","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 19:00","2022","05","13","19:00","-0.9","","-2.2","","91","","","","8","","7","","24.1","","101.54","","","","-3","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 20:00","2022","05","13","20:00","-1.3","","-2.3","","93","","","","10","","9","","24.1","","101.50","","","","-5","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 21:00","2022","05","13","21:00","-2.5","","-3.3","","94","","","","13","","11","","24.1","","101.49","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 22:00","2022","05","13","22:00","-0.6","","-2.1","","90","","","","17","","6","","24.1","","101.49","","","","-3","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-13 23:00","2022","05","13","23:00","-2.2","","-3.1","","94","","","","17","","16","","24.1","","101.48","","","","-7","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 00:00","2022","05","14","00:00","-3.0","","-3.9","","94","","","","16","","18","","24.1","","101.43","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 01:00","2022","05","14","01:00","-4.2","","-4.8","","95","","","","13","","11","","24.1","","101.43","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 02:00","2022","05","14","02:00","-3.3","","-4.0","","95","","","","16","","17","","24.1","","101.39","","","","-9","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 03:00","2022","05","14","03:00","-4.6","","-5.3","","95","","","","16","","9","","24.1","","101.40","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 04:00","2022","05","14","04:00","-3.2","","-3.9","","95","","","","19","","9","","24.1","","101.41","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 05:00","2022","05","14","05:00","-2.9","","-3.7","","94","","","","14","","9","","24.1","","101.40","","","","-6","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 06:00","2022","05","14","06:00","-2.5","","-3.6","","93","","","","16","","11","","24.1","","101.38","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 07:00","2022","05","14","07:00","-1.4","","-2.6","","91","","","","17","","14","","24.1","","101.40","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 08:00","2022","05","14","08:00","-0.7","","-2.2","","90","","","","19","","10","","24.1","","101.38","","","","-4","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 09:00","2022","05","14","09:00","-0.9","","-2.1","","91","","","","23","","9","","24.1","","101.39","","","","-4","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 10:00","2022","05","14","10:00","-0.4","","-1.7","","91","","","","24","","9","","24.1","","101.41","","","","-4","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 11:00","2022","05","14","11:00","0.7","","-0.8","","90","","","","22","","11","","24.1","","101.42","","","","","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 12:00","2022","05","14","12:00","1.4","","-0.3","","89","","","","26","","13","","24.1","","101.46","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 13:00","2022","05","14","13:00","1.2","","-0.7","","88","","","","27","","15","","24.1","","101.49","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 14:00","2022","05","14","14:00","1.0","","-0.4","","91","","","","26","","8","","24.1","","101.53","","","","","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 15:00","2022","05","14","15:00","0.7","","-0.5","","92","","","","26","","10","","24.1","","101.60","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 16:00","2022","05","14","16:00","1.3","","-0.3","","89","","","","29","","17","","24.1","","101.64","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 17:00","2022","05","14","17:00","1.1","","-0.2","","91","","","","29","","14","","24.1","","101.68","","","","","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 18:00","2022","05","14","18:00","0.9","","0.0","","93","","","","30","","21","","24.1","","101.71","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 19:00","2022","05","14","19:00","0.9","","0.3","","95","","","","33","","21","","24.1","","101.77","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 20:00","2022","05","14","20:00","0.9","","0.2","","95","","","","33","","11","","24.1","","101.83","","","","","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 21:00","2022","05","14","21:00","0.2","","-0.4","","96","","","","1","","20","","24.1","","101.89","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 22:00","2022","05","14","22:00","0.4","","-0.3","","95","","","","1","","11","","24.1","","101.96","","","","","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-14 23:00","2022","05","14","23:00","0.3","","-0.5","","94","","","","1","","19","","24.1","","102.02","","","","","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 00:00","2022","05","15","00:00","-0.6","","-1.5","","94","","","","36","","27","","24.1","","102.11","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 01:00","2022","05","15","01:00","-2.4","","-3.4","","92","","","","35","","26","","24.1","","102.20","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 02:00","2022","05","15","02:00","-3.2","","-4.6","","90","","","","35","","20","","24.1","","102.28","","","","-9","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 03:00","2022","05","15","03:00","-4.2","","-6.1","","87","","","","1","","24","","24.1","","102.30","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 04:00","2022","05","15","04:00","-5.2","","-7.0","","87","","","","36","","7","","24.1","","102.36","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 05:00","2022","05","15","05:00","-4.4","","-6.1","","88","","","","36","","13","","24.1","","102.43","","","","-9","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 06:00","2022","05","15","06:00","-4.2","","-5.7","","89","","","","35","","13","","24.1","","102.46","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 07:00","2022","05","15","07:00","-4.4","","-5.6","","92","","","","34","","19","","24.1","","102.45","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 08:00","2022","05","15","08:00","-4.3","","-5.3","","93","","","","34","","18","","24.1","","102.48","","","","-10","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 09:00","2022","05","15","09:00","-3.9","","-4.8","","93","","","","35","","11","","16.1","","102.49","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 10:00","2022","05","15","10:00","-3.4","","-4.4","","93","","","","35","","8","","16.1","","102.51","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 11:00","2022","05","15","11:00","-2.8","","-4.3","","90","","","","3","","11","","16.1","","102.54","","","","-7","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 12:00","2022","05","15","12:00","-2.6","","-4.5","","87","","","","36","","12","","16.1","","102.54","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 13:00","2022","05","15","13:00","-2.1","","-4.3","","85","","","","1","","10","","16.1","","102.52","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 14:00","2022","05","15","14:00","-2.2","","-5.0","","81","","","","3","","5","","16.1","","102.52","","","","-4","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 15:00","2022","05","15","15:00","-1.8","","-4.8","","80","","","","1","","8","","16.1","","102.55","","","","-5","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 16:00","2022","05","15","16:00","-2.0","","-5.5","","77","","","","4","","9","","16.1","","102.54","","","","-5","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 17:00","2022","05","15","17:00","-2.2","","-4.8","","82","","","","5","","14","","16.1","","102.53","","","","-7","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 18:00","2022","05","15","18:00","-3.3","","-4.8","","89","","","","8","","17","","16.1","","102.56","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 19:00","2022","05","15","19:00","-3.8","","-5.5","","89","","","","8","","13","","16.1","","102.57","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 20:00","2022","05","15","20:00","-4.0","","-5.5","","89","","","","9","","8","","16.1","","102.55","","","","-7","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 21:00","2022","05","15","21:00","-3.9","","-6.3","","84","","","","6","","8","","24.1","","102.54","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 22:00","2022","05","15","22:00","-4.5","","-6.2","","88","","","","7","","12","","24.1","","102.54","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-15 23:00","2022","05","15","23:00","-5.0","","-6.7","","88","","","","5","","14","","24.1","","102.56","","","","-10","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 00:00","2022","05","16","00:00","-5.6","","-7.2","","88","","","","6","","16","","24.1","","102.58","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 01:00","2022","05","16","01:00","-6.1","","-7.6","","89","","","","7","","14","","24.1","","102.58","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 02:00","2022","05","16","02:00","-6.4","","-8.0","","88","","","","1","","11","","24.1","","102.60","","","","-11","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 03:00","2022","05","16","03:00","-6.8","","-8.1","","91","","","","8","","12","","24.1","","102.58","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 04:00","2022","05","16","04:00","-7.0","","-8.0","","92","","","","11","","9","","24.1","","102.63","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 05:00","2022","05","16","05:00","-7.3","","-8.3","","93","","","","11","","5","","19.3","","102.63","","","","-10","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 06:00","2022","05","16","06:00","-7.4","","-8.7","","91","","","","9","","8","","24.1","","102.64","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 07:00","2022","05","16","07:00","-7.4","","-8.6","","91","","","","11","","3","","24.1","","102.63","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 08:00","2022","05","16","08:00","-7.3","","-8.6","","90","","","","16","","3","","24.1","","102.63","","","","-9","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 09:00","2022","05","16","09:00","-7.1","","-8.4","","91","","","","12","","9","","24.1","","102.61","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 10:00","2022","05","16","10:00","-6.7","","-7.8","","91","","","","13","","17","","24.1","","102.60","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 11:00","2022","05","16","11:00","-6.5","","-7.6","","92","","","","13","","18","","24.1","","102.60","","","","-13","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 12:00","2022","05","16","12:00","-6.8","","-8.3","","89","","","","11","","12","","24.1","","102.60","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 13:00","2022","05","16","13:00","-6.2","","-8.2","","86","","","","14","","11","","24.1","","102.58","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 14:00","2022","05","16","14:00","-5.7","","-7.4","","88","","","","15","","12","","24.1","","102.57","","","","-11","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 15:00","2022","05","16","15:00","-6.3","","-8.2","","86","","","","17","","14","","24.1","","102.55","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 16:00","2022","05","16","16:00","-6.2","","-8.0","","88","","","","14","","13","","24.1","","102.55","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 17:00","2022","05","16","17:00","-6.5","","-8.1","","88","","","","13","","10","","24.1","","102.55","","","","-11","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 18:00","2022","05","16","18:00","-6.6","","-8.2","","89","","","","14","","16","","24.1","","102.50","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 19:00","2022","05","16","19:00","-6.9","","-8.2","","90","","","","13","","16","","24.1","","102.48","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 20:00","2022","05","16","20:00","-8.2","","-9.3","","92","","","","13","","14","","22.5","","102.48","","","","-14","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 21:00","2022","05","16","21:00","-8.8","","-9.7","","94","","","","12","","18","","24.1","","102.47","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 22:00","2022","05","16","22:00","-9.1","","-9.8","","95","","","","12","","24","","12.9","","102.48","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-16 23:00","2022","05","16","23:00","-9.7","","-10.5","","94","","","","12","","22","","16.1","","102.47","","","","-18","","Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 00:00","2022","05","17","00:00","-9.0","","-9.8","","94","","","","14","","23","","12.9","","102.47","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 01:00","2022","05","17","01:00","-9.1","","-9.9","","94","","","","15","","27","","12.9","","102.49","","","","-18","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 02:00","2022","05","17","02:00","-8.6","","-9.3","","94","","","","15","","24","","1.6","","102.50","","","","-17","","Freezing Drizzle,Fog"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 03:00","2022","05","17","03:00","-8.3","","-9.1","","94","","","","14","","13","","1.2","","102.48","","","","-14","","Freezing Drizzle,Fog"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 04:00","2022","05","17","04:00","-9.1","","-10.0","","93","","","","13","","15","","16.1","","102.44","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 05:00","2022","05","17","05:00","-9.1","","-10.0","","93","","","","13","","16","","19.3","","102.43","","","","-16","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 06:00","2022","05","17","06:00","-7.7","","-8.4","","94","","","","14","","20","","24.1","","102.43","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 07:00","2022","05","17","07:00","-6.9","","-7.7","","94","","","","13","","18","","24.1","","102.41","","","","-14","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 08:00","2022","05","17","08:00","-6.0","","-6.8","","95","","","","14","","21","","24.1","","102.38","","","","-13","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 09:00","2022","05","17","09:00","-5.3","","-6.1","","94","","","","14","","22","","24.1","","102.36","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 10:00","2022","05","17","10:00","-4.6","","-5.8","","91","","","","14","","26","","24.1","","102.33","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 11:00","2022","05","17","11:00","-3.6","","-5.5","","87","","","","15","","30","","24.1","","102.33","","","","-11","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 12:00","2022","05","17","12:00","-2.8","","-4.7","","87","","","","14","","30","","24.1","","102.30","","","","-10","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 13:00","2022","05","17","13:00","-2.2","","-4.0","","87","","","","15","","23","","24.1","","102.29","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 14:00","2022","05","17","14:00","-2.2","","-4.1","","86","","","","15","","29","","24.1","","102.27","","","","-9","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 15:00","2022","05","17","15:00","-1.8","","-3.8","","87","","","","14","","22","","24.1","","102.26","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 16:00","2022","05","17","16:00","-1.8","","-3.7","","87","","","","14","","25","","24.1","","102.24","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 17:00","2022","05","17","17:00","-2.2","","-3.8","","89","","","","13","","25","","24.1","","102.21","","","","-9","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 18:00","2022","05","17","18:00","-3.1","","-4.4","","91","","","","14","","28","","24.1","","102.17","","","","-10","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 19:00","2022","05","17","19:00","-4.1","","-5.3","","92","","","","13","","25","","24.1","","102.16","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 20:00","2022","05","17","20:00","-5.1","","-6.3","","92","","","","14","","29","","24.1","","102.11","","","","-13","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 21:00","2022","05","17","21:00","-6.1","","-7.2","","92","","","","14","","25","","24.1","","102.12","","","","-14","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 22:00","2022","05","17","22:00","-7.1","","-8.1","","93","","","","14","","24","","24.1","","102.13","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-17 23:00","2022","05","17","23:00","-8.1","","-9.2","","92","","","","13","","18","","24.1","","102.13","","","","-15","","Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 00:00","2022","05","18","00:00","-9.0","","-10.2","","91","","","","11","","15","","24.1","","102.11","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 01:00","2022","05","18","01:00","-9.5","","-10.6","","92","","","","6","","5","","24.1","","102.12","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 02:00","2022","05","18","02:00","-9.9","","-11.2","","91","","","","12","","11","","24.1","","102.08","","","","-15","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 03:00","2022","05","18","03:00","-10.4","","-11.7","","90","","","","9","","9","","24.1","","102.06","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 04:00","2022","05","18","04:00","-10.1","","-11.4","","90","","","","9","","9","","24.1","","102.04","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 05:00","2022","05","18","05:00","-9.2","","-10.8","","88","","","","8","","9","","24.1","","102.04","","","","-14","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 06:00","2022","05","18","06:00","-8.2","","-9.8","","88","","","","11","","16","","24.1","","102.01","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 07:00","2022","05","18","07:00","-7.2","","-9.3","","85","","","","5","","7","","24.1","","101.99","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 08:00","2022","05","18","08:00","-5.1","","-7.1","","86","","","","14","","10","","24.1","","101.96","","","","-9","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 09:00","2022","05","18","09:00","-3.2","","-6.1","","81","","","","14","","8","","24.1","","101.94","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 10:00","2022","05","18","10:00","-2.4","","-5.1","","82","","","","13","","17","","24.1","","101.94","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 11:00","2022","05","18","11:00","-1.8","","-4.4","","83","","","","14","","13","","24.1","","101.94","","","","-6","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 12:00","2022","05","18","12:00","-1.7","","-4.0","","84","","","","12","","12","","24.1","","101.93","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 13:00","2022","05","18","13:00","-1.6","","-3.6","","86","","","","13","","16","","24.1","","101.92","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 14:00","2022","05","18","14:00","-1.4","","-3.2","","87","","","","13","","13","","24.1","","101.92","","","","-6","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 15:00","2022","05","18","15:00","-1.1","","-3.1","","87","","","","14","","14","","24.1","","101.89","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 16:00","2022","05","18","16:00","-1.0","","-2.9","","87","","","","15","","9","","24.1","","101.89","","","","-4","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 17:00","2022","05","18","17:00","-1.3","","-3.2","","87","","","","15","","10","","24.1","","101.91","","","","-5","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 18:00","2022","05","18","18:00","-3.0","","-4.2","","92","","","","11","","12","","24.1","","101.93","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 19:00","2022","05","18","19:00","-3.6","","-4.9","","91","","","","12","","13","","24.1","","101.93","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 20:00","2022","05","18","20:00","-4.5","","-5.8","","91","","","","11","","10","","24.1","","101.94","","","","-9","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-18 21:00","2022","05","18","21:00","-5.1","","-6.2","","92","","","","6","","4","","24.1","","101.93","","","","-7","","NA"
